trip_id,vehicle_hash,start_time,origin_zone,destination_zone,distance_km,travel_time_min
T0150,V153,2026-03-14 06:00:00,Z01,Z01,7.56,74.04
T0356,V042,2026-03-14 06:30:00,Z04,Z03,6.69,47.19
T0860,V031,2026-03-14 06:45:00,Z03,Z03,2.95,42.94
T0444,V107,2026-03-14 07:00:00,Z04,Z04,9.7,73.36
T0773,V040,2026-03-14 07:15:00,Z01,Z02,6.41,26.99
T0674,V015,2026-03-14 08:15:00,Z04,Z01,23.4,51.2
T0191,V129,2026-03-14 08:30:00,Z02,Z04,6.68,74.42
T0886,V045,2026-03-14 08:30:00,Z02,Z04,6.83,72.11
T0398,V105,2026-03-14 09:00:00,Z03,Z04,14.38,51.2
T0366,V085,2026-03-14 09:00:00,Z02,Z04,6.38,28.36
T0171,V029,2026-03-14 09:30:00,Z01,Z01,3.46,27.19
T0062,V111,2026-03-14 09:45:00,Z04,Z03,11.99,31.1
T0777,V149,2026-03-14 09:45:00,Z02,Z01,11.04,8.79
T0682,V064,2026-03-14 10:00:00,Z03,Z01,13.24,68.64
T0775,V106,2026-03-14 10:45:00,Z01,Z02,9.39,19.28
T0104,V034,2026-03-14 11:00:00,Z03,Z04,13.69,70.38
T0764,V009,2026-03-14 11:00:00,Z04,Z01,13.89,51.17
T0796,V010,2026-03-14 11:00:00,Z03,Z04,6.53,39.57
T0433,V113,2026-03-14 11:15:00,Z01,Z03,23.47,20.59
T0506,V058,2026-03-14 11:45:00,Z01,Z01,21.44,37.2
T0823,V172,2026-03-14 12:00:00,Z02,Z01,4.46,71.82
T0147,V143,2026-03-14 12:15:00,Z02,Z02,18.28,55.95
T0357,V018,2026-03-14 13:00:00,Z01,Z02,3.34,68.5
T0227,V085,2026-03-14 13:15:00,Z04,Z03,3.86,33.33
T0589,V017,2026-03-14 13:30:00,Z03,Z01,15.83,71.41
T0025,V069,2026-03-14 13:45:00,Z03,Z04,16.02,12.12
T0560,V023,2026-03-14 13:45:00,Z03,Z02,22.1,64.13
T0693,V145,2026-03-14 14:00:00,Z02,Z01,20.04,24.41
T0578,V050,2026-03-14 14:45:00,Z04,Z03,14.8,13.45
T0853,V008,2026-03-14 15:00:00,Z03,Z04,14.45,61.83
T0600,V030,2026-03-14 15:15:00,Z03,Z01,18.37,38.58
T0748,V007,2026-03-14 15:45:00,Z04,Z01,6.14,13.2
T0766,V121,2026-03-14 16:15:00,Z04,Z02,19.88,19.66
T0535,V104,2026-03-14 16:15:00,Z02,Z01,18.08,21.3
T0095,V121,2026-03-14 16:30:00,Z01,Z01,7.48,62.59
T0445,V056,2026-03-14 16:30:00,Z01,Z01,21.01,10.54
T0648,V178,2026-03-14 16:45:00,Z01,Z02,8.12,72.57
T0594,V130,2026-03-14 17:00:00,Z02,Z04,7.58,24.4
T0677,V131,2026-03-14 17:45:00,Z01,Z04,8.64,22.81
T0810,V179,2026-03-14 18:00:00,Z03,Z01,9.96,61.6
T0283,V081,2026-03-14 18:00:00,Z01,Z04,19.93,53.06
T0507,V136,2026-03-14 18:30:00,Z01,Z01,14.96,53.83
T0335,V149,2026-03-14 18:30:00,Z02,Z03,18.74,23.42
T0831,V179,2026-03-14 18:45:00,Z03,Z03,7.57,72.12
T0825,V160,2026-03-14 18:45:00,Z02,Z04,14.41,58.65
T0559,V031,2026-03-14 19:00:00,Z02,Z04,17.64,49.83
T0076,V014,2026-03-14 19:15:00,Z01,Z01,19.7,8.58
T0590,V102,2026-03-14 19:15:00,Z04,Z01,17.3,47.56
T0230,V175,2026-03-14 19:30:00,Z01,Z02,3.76,33.87
T0786,V122,2026-03-14 19:45:00,Z03,Z04,23.32,41.27
T0048,V046,2026-03-14 20:00:00,Z02,Z04,13.31,11.35
T0832,V034,2026-03-14 20:30:00,Z01,Z03,22.07,35.03
T0221,V022,2026-03-14 20:45:00,Z03,Z03,12.05,28.61
T0737,V177,2026-03-14 21:15:00,Z03,Z04,7.59,53.27
T0272,V011,2026-03-14 21:15:00,Z01,Z04,7.94,52.2
T0198,V092,2026-03-14 22:00:00,Z04,Z04,20.42,67.47
T0665,V061,2026-03-14 22:15:00,Z01,Z02,12.43,71.06
T0753,V131,2026-03-14 22:30:00,Z02,Z03,21.83,53.04
T0857,V089,2026-03-14 22:45:00,Z03,Z03,6.17,30.7
T0794,V064,2026-03-14 23:00:00,Z01,Z04,19.35,73.73
T0846,V045,2026-03-14 23:30:00,Z04,Z04,16.58,48.01
T0344,V133,2026-03-14 23:30:00,Z03,Z03,14.83,45.78
T0176,V022,2026-03-15 00:00:00,Z02,Z03,14.88,73.59
T0880,V016,2026-03-15 00:00:00,Z02,Z04,12.22,61.36
T0675,V010,2026-03-15 00:00:00,Z02,Z01,21.15,57.18
T0377,V025,2026-03-15 00:15:00,Z02,Z02,3.01,47.44
T0173,V037,2026-03-15 00:15:00,Z01,Z04,5.32,14.74
T0432,V003,2026-03-15 00:15:00,Z02,Z02,21.74,59.56
T0167,V144,2026-03-15 00:30:00,Z01,Z03,19.03,31.65
T0679,V030,2026-03-15 00:45:00,Z04,Z04,21.89,48.74
T0140,V166,2026-03-15 01:00:00,Z01,Z01,4.31,47.99
T0616,V146,2026-03-15 01:15:00,Z03,Z03,10.44,65.08
T0349,V140,2026-03-15 02:00:00,Z02,Z03,10.99,23.07
T0639,V128,2026-03-15 02:45:00,Z03,Z04,14.02,40.0
T0799,V168,2026-03-15 03:45:00,Z03,Z02,12.41,29.77
T0015,V008,2026-03-15 03:45:00,Z01,Z03,19.33,30.89
T0152,V149,2026-03-15 04:00:00,Z01,Z03,22.68,62.31
T0463,V012,2026-03-15 04:15:00,Z01,Z04,6.92,8.27
T0279,V176,2026-03-15 04:45:00,Z03,Z02,21.4,15.45
T0215,V090,2026-03-15 05:00:00,Z03,Z04,10.5,74.41
T0053,V012,2026-03-15 05:00:00,Z01,Z03,12.7,68.74
T0238,V107,2026-03-15 05:15:00,Z02,Z01,14.78,61.95
T0749,V166,2026-03-15 05:30:00,Z03,Z02,18.36,57.98
T0819,V159,2026-03-15 05:30:00,Z03,Z04,21.96,23.89
T0017,V073,2026-03-15 06:00:00,Z02,Z04,19.96,33.69
T0280,V130,2026-03-15 06:30:00,Z03,Z02,8.93,46.62
T0116,V039,2026-03-15 06:45:00,Z01,Z03,23.18,47.15
T0289,V169,2026-03-15 07:45:00,Z02,Z02,2.7,13.25
T0077,V116,2026-03-15 08:45:00,Z04,Z01,22.33,49.6
T0273,V063,2026-03-15 09:00:00,Z04,Z03,13.15,13.47
T0635,V121,2026-03-15 09:15:00,Z03,Z04,11.84,14.54
T0650,V034,2026-03-15 09:45:00,Z02,Z03,9.9,12.33
T0727,V062,2026-03-15 10:00:00,Z04,Z02,9.72,26.8
T0481,V087,2026-03-15 10:45:00,Z04,Z01,7.63,46.42
T0645,V098,2026-03-15 11:00:00,Z04,Z04,4.23,52.34
T0673,V102,2026-03-15 11:15:00,Z04,Z04,7.11,12.96
T0566,V044,2026-03-15 11:30:00,Z01,Z01,2.75,48.28
T0513,V110,2026-03-15 11:45:00,Z01,Z01,6.4,66.23
T0843,V031,2026-03-15 12:00:00,Z01,Z02,4.32,25.32
T0738,V048,2026-03-15 12:15:00,Z01,Z03,19.95,22.64
T0338,V150,2026-03-15 14:00:00,Z02,Z01,23.65,12.46
T0781,V132,2026-03-15 14:15:00,Z01,Z04,21.69,29.22
T0431,V024,2026-03-15 15:00:00,Z03,Z02,23.64,56.27
T0334,V112,2026-03-15 15:15:00,Z01,Z03,9.54,17.47
T0434,V158,2026-03-15 15:45:00,Z02,Z01,23.02,71.12
T0882,V173,2026-03-15 16:00:00,Z03,Z01,5.03,67.3
T0515,V075,2026-03-15 16:00:00,Z04,Z02,7.81,22.5
T0134,V046,2026-03-15 16:15:00,Z04,Z01,21.54,21.71
T0007,V072,2026-03-15 16:15:00,Z03,Z03,23.01,51.5
T0020,V121,2026-03-15 17:00:00,Z02,Z02,15.33,73.34
T0286,V089,2026-03-15 17:30:00,Z01,Z03,13.71,35.76
T0205,V010,2026-03-15 17:30:00,Z02,Z01,13.91,11.98
T0879,V007,2026-03-15 17:45:00,Z03,Z01,7.77,12.38
T0269,V052,2026-03-15 17:45:00,Z04,Z03,19.23,49.65
T0364,V135,2026-03-15 18:15:00,Z02,Z01,22.64,34.97
T0264,V062,2026-03-15 18:15:00,Z02,Z03,18.73,8.07
T0065,V132,2026-03-15 18:15:00,Z04,Z01,7.99,14.14
T0070,V123,2026-03-15 18:30:00,Z04,Z04,11.28,63.48
T0512,V083,2026-03-15 18:45:00,Z03,Z02,14.35,32.61
T0598,V052,2026-03-15 18:45:00,Z02,Z04,15.0,44.13
T0117,V141,2026-03-15 20:00:00,Z01,Z02,19.84,71.39
T0243,V155,2026-03-15 20:00:00,Z01,Z01,7.93,50.63
T0802,V043,2026-03-15 20:00:00,Z01,Z01,5.32,62.49
T0395,V028,2026-03-15 20:30:00,Z03,Z02,13.8,12.48
T0360,V002,2026-03-15 22:00:00,Z02,Z03,23.4,21.54
T0379,V082,2026-03-15 22:00:00,Z02,Z03,21.6,36.49
T0884,V163,2026-03-15 23:00:00,Z04,Z02,20.05,19.74
